recency,history_segment,history,mens,womens,zip_code,newbie,channel,treatment,target
3,4,663.31,1,1,1,1,1,1,0
12,2,214.97,1,0,2,0,2,0,0
9,5,910.07,1,1,1,1,0,0,0
1,5,834.46,0,1,1,1,0,0,0
1,0,68.54,1,0,1,0,1,1,1
2,3,490.66,0,1,1,0,2,0,1
10,0,49.29,0,1,1,0,1,0,0
2,0,29.99,0,1,1,0,1,1,1
5,2,341.73,0,1,1,1,1,0,0
6,0,91.73,1,0,1,0,1,0,0
1,1,194.56,1,0,1,0,2,0,0
1,3,454.79,1,0,1,0,0,0,1
9,1,111.53,0,1,1,0,1,0,0
7,0,29.99,1,0,0,0,1,0,0
10,1,152.29,0,1,2,0,2,0,0
1,1,121.05,0,1,1,0,1,0,1
2,3,493.02,1,0,0,0,2,0,0
9,3,474.25,1,0,0,0,1,0,0
4,1,115.76,1,0,1,1,1,0,0
6,2,314.79,1,1,0,0,2,1,0
2,6,1918.79,1,0,1,1,0,0,0
1,5,830.37,1,1,1,1,1,0,0
2,0,91.44,0,1,1,0,1,0,1
7,2,312.6,0,1,0,0,0,1,0
1,0,91.04,1,0,2,1,2,0,0
5,3,363.74,0,1,0,0,0,0,0
4,1,135.98,0,1,0,1,2,0,0
12,1,149.92,1,0,0,0,2,0,1
2,1,129.11,0,1,0,0,2,0,0
2,0,99.92,1,0,1,1,2,0,1
2,4,507.99,0,1,1,1,2,0,0
1,4,525.73,1,1,1,1,1,1,0
9,1,140.68,1,0,0,1,1,0,0
2,2,242.71,1,0,1,1,2,0,0
10,2,336.08,0,1,1,1,1,0,0
12,0,76.69,1,0,1,0,1,0,0
2,0,54.19,0,1,1,1,1,1,0
10,0,97.87,1,0,2,0,2,0,0
1,0,79.23,0,1,0,1,2,1,0
3,4,567.99,1,0,0,1,0,0,0
10,2,331.63,1,0,0,0,1,1,0
4,1,162.09,1,0,0,1,1,1,0
11,0,74.11,1,0,0,1,2,1,0
10,3,382.7,0,1,0,1,2,0,0
1,2,235.1,1,1,2,0,2,0,0
3,2,236.47,0,1,1,1,2,0,0
6,0,59.66,0,1,0,1,2,0,0
2,3,364.55,0,1,0,0,2,0,1
5,2,242.39,0,1,0,0,1,0,0
6,1,187.46,0,1,0,0,2,0,0
12,0,35.58,1,0,0,0,1,0,0
6,1,144.2,0,1,0,0,1,0,0
3,1,157.48,1,0,0,1,2,1,0
4,2,331.57,0,1,0,1,0,0,0
1,4,623.44,0,1,0,1,1,0,0
7,0,67.57,1,0,1,0,2,1,0
5,1,180.69,1,0,1,1,1,1,1
7,0,29.99,1,0,1,1,1,0,0
3,5,936.59,1,1,1,1,1,0,0
1,2,326.39,1,0,1,1,0,0,0
6,1,169.1,1,0,1,0,2,0,0
1,5,842.96,1,1,0,1,2,0,0
3,0,54.79,1,0,1,0,2,0,0
9,3,457.22,1,0,0,1,1,0,0
8,2,315.47,1,1,1,0,1,0,0
4,2,212.31,1,0,2,0,2,0,0
12,0,29.99,1,0,0,0,1,1,0
9,0,75.24,0,1,0,0,2,1,0
12,0,56.56,0,1,0,1,1,0,0
9,0,83.87,1,0,0,1,1,0,0
2,1,104.52,0,1,0,1,1,1,0
8,2,241.1,1,1,1,1,2,0,0
9,3,432.19,0,1,1,0,0,0,0
3,2,237.14,1,0,1,1,1,0,0
4,2,257.51,0,1,0,1,2,1,0
4,2,294.63,1,1,1,0,2,0,1
8,0,29.99,0,1,2,0,2,1,0
7,0,29.99,1,0,1,1,2,0,0
8,3,407.51,0,1,1,0,1,0,0
4,0,83.14,1,0,0,0,1,1,1
5,0,45.27,0,1,0,1,1,0,0
7,2,273.76,0,1,1,0,2,0,0
9,3,379.06,1,0,1,1,1,0,0
11,1,115.32,1,0,0,1,1,0,0
9,1,194.46,0,1,1,0,2,0,0
9,2,217.65,1,0,0,1,2,0,0
11,3,412.52,1,0,1,0,0,0,1
8,0,29.99,1,0,2,0,1,0,0
11,1,124.95,0,1,2,1,1,0,0
3,2,221.23,0,1,1,0,1,0,0
1,0,29.99,1,0,0,0,1,1,0
6,3,399.66,0,1,1,1,1,1,0
10,1,164.96,1,0,1,0,2,0,1
10,0,33.0,0,1,0,0,2,0,0
10,0,85.77,0,1,0,1,1,1,0
9,1,180.35,1,0,1,1,1,0,0
1,4,563.61,0,1,1,1,1,0,0
10,0,51.3,1,0,1,1,2,1,0
12,1,176.89,1,0,1,1,2,1,0
1,1,182.27,0,1,2,0,2,0,0
4,3,424.44,0,1,2,0,1,1,1
3,3,398.37,1,0,0,1,0,1,0
3,1,125.78,0,1,0,0,1,0,1
1,1,198.51,0,1,1,1,2,0,0
10,2,232.35,1,0,1,0,2,1,0
4,1,154.76,1,0,0,1,1,0,0
7,3,458.75,1,1,1,0,2,0,0
6,0,66.1,1,0,0,1,1,0,0
10,4,690.0,1,0,1,1,0,0,0
1,0,29.99,0,1,2,0,1,1,1
10,0,92.69,1,0,1,1,2,1,0
7,3,386.25,0,1,0,0,0,0,0
10,1,160.37,0,1,1,1,1,0,0
6,3,482.99,0,1,1,0,1,1,0
2,1,151.96,0,1,1,1,1,0,0
12,2,233.89,1,0,2,1,1,1,0
1,1,173.06,1,0,2,0,2,1,1
4,2,276.33,1,0,1,1,2,0,1
8,0,29.99,0,1,1,1,2,0,0
6,1,119.58,1,0,1,1,2,0,0
12,0,97.6,1,0,1,1,1,0,1
3,1,197.13,1,0,1,1,1,0,0
1,2,221.02,1,0,1,0,1,0,0
3,1,158.21,0,1,0,1,2,0,0
6,0,58.49,1,0,1,0,1,0,0
11,4,589.57,1,0,0,1,2,1,0
2,1,100.42,0,1,0,0,2,0,0
2,1,105.95,1,0,0,0,2,0,0
10,2,245.94,1,1,1,0,0,0,1
11,2,309.24,0,1,1,0,1,1,0
2,5,993.41,1,1,0,1,0,1,1
8,2,315.43,1,1,1,1,2,1,0
1,0,29.99,0,1,2,1,1,0,0
3,0,29.99,1,0,1,1,2,0,0
2,4,738.65,1,0,0,1,2,0,1
6,0,99.97,1,0,0,1,2,0,1
6,0,62.47,1,0,1,0,2,0,1
4,0,29.99,0,1,0,1,1,0,0
2,3,432.57,0,1,0,0,1,0,0
6,0,65.48,1,0,1,0,1,0,0
11,2,261.59,0,1,1,0,1,0,0
2,2,214.89,0,1,2,1,2,0,0
8,0,49.86,1,0,1,0,2,1,0
7,1,176.75,0,1,0,0,2,1,0
3,4,742.55,1,0,2,1,0,1,0
8,0,92.93,1,0,1,0,2,1,1
6,0,32.3,0,1,1,1,1,0,0
10,0,30.88,1,0,1,0,2,0,0
2,0,52.77,0,1,0,1,2,0,0
6,1,137.51,1,0,2,0,2,1,0
1,4,504.43,1,1,0,1,2,1,0
6,0,84.55,0,1,1,0,2,1,0
2,2,289.15,1,0,2,1,1,1,0
2,2,290.76,1,0,1,0,0,0,0
2,2,249.55,0,1,0,0,2,1,0
9,2,210.27,1,0,0,1,1,1,0
10,1,117.71,1,0,1,1,2,0,0
3,2,324.4,1,0,1,0,1,0,1
4,0,32.92,0,1,1,0,2,0,0
3,4,719.13,1,1,0,1,1,0,0
2,0,29.99,1,0,0,0,1,1,0
3,2,212.47,0,1,1,0,1,1,1
11,1,124.1,1,0,1,1,2,1,0
2,0,29.99,1,0,0,1,2,0,0
10,3,451.92,0,1,0,1,2,0,0
2,0,51.27,0,1,0,1,1,0,0
12,1,126.95,1,0,0,0,2,0,0
2,1,114.1,0,1,0,0,2,0,1
2,0,29.99,0,1,1,0,1,1,0
12,0,33.49,0,1,1,1,1,0,0
9,0,54.24,1,0,1,1,2,0,0
6,0,52.35,0,1,0,0,2,0,0
6,0,29.99,0,1,2,0,2,0,1
2,4,540.19,1,0,0,1,0,1,0
12,0,62.58,1,0,1,1,1,0,0
9,1,175.25,1,0,0,0,1,0,0
8,3,461.14,1,1,2,0,2,1,0
1,2,289.97,1,0,0,1,2,1,0
3,3,389.01,1,0,1,0,2,1,0
9,2,201.07,0,1,1,0,2,1,0
1,1,149.44,0,1,0,0,1,0,0
2,3,383.6,1,1,0,0,1,0,0
3,3,439.93,1,1,0,0,2,0,1
4,1,182.85,0,1,2,0,2,0,1
7,2,305.15,1,0,2,0,2,0,1
7,4,558.2,0,1,1,1,2,1,0
9,0,29.99,1,0,2,1,1,1,0
2,6,1133.3,1,1,1,1,2,0,1
7,0,76.62,1,0,0,0,1,0,0
4,1,115.36,1,0,0,0,2,0,0
3,4,559.41,0,1,1,1,1,1,0
9,3,474.78,0,1,1,0,0,0,0
1,6,1262.47,1,0,1,1,0,0,0
2,6,1044.67,0,1,2,1,2,1,1
7,2,222.58,1,0,0,0,1,1,0
2,2,251.2,0,1,2,0,1,0,0
4,4,535.42,1,0,1,1,2,0,0
9,0,36.96,0,1,1,0,1,0,1
3,1,132.24,1,0,0,0,2,1,0
10,3,365.8,1,1,2,1,1,1,0
1,1,121.98,0,1,0,0,2,1,0
4,0,43.66,0,1,0,0,2,0,0
10,1,134.82,0,1,1,0,2,0,0
1,0,64.53,0,1,1,1,2,0,0
1,5,940.87,1,0,1,1,0,0,0
2,0,55.24,1,0,1,1,1,1,0
9,1,105.74,1,0,1,0,2,0,1
8,1,111.67,1,0,1,0,1,1,0
11,1,125.37,0,1,0,1,2,0,0
10,0,29.99,1,0,2,0,2,0,0
1,1,150.04,0,1,1,1,1,1,0
10,0,80.4,0,1,1,0,1,0,0
1,6,1277.0,1,1,0,1,1,0,1
9,2,327.7,1,1,1,0,2,0,0
9,0,29.99,1,0,1,1,1,1,0
4,3,426.37,1,1,2,1,0,0,0
8,0,29.99,1,0,0,0,1,0,0
3,3,496.6,0,1,2,1,2,0,0
11,0,77.1,1,0,0,1,1,0,0
11,1,160.11,0,1,2,1,2,0,0
3,3,386.69,0,1,0,0,0,0,1
9,0,43.22,1,0,1,1,1,0,0
1,0,95.35,0,1,0,0,2,1,0
11,0,29.99,0,1,1,1,1,1,0
10,0,29.99,0,1,1,0,2,0,0
7,1,126.72,1,0,0,0,1,0,0
5,3,357.55,1,0,0,0,1,0,0
4,1,113.77,0,1,0,0,1,0,0
10,3,377.69,1,1,1,1,1,0,0
1,3,393.04,1,0,2,0,2,0,1
2,0,55.77,1,0,0,0,1,0,1
12,0,77.93,0,1,1,0,2,0,0
10,0,64.17,0,1,2,1,2,0,0
2,0,30.29,0,1,0,1,1,1,0
3,1,105.1,1,0,1,1,2,0,0
2,2,341.52,1,0,1,0,1,1,0
9,4,530.26,1,0,0,1,0,0,0
5,2,216.21,1,1,1,0,1,0,1
1,2,226.49,1,0,0,1,1,1,0
3,5,862.6,0,1,0,1,0,0,0
10,0,66.24,0,1,0,0,1,0,0
6,3,398.7,0,1,1,0,1,0,0
4,6,1600.55,1,1,0,1,1,1,0
4,1,167.7,1,0,0,0,1,1,0
1,1,147.9,1,0,2,0,1,0,0
9,0,29.99,0,1,1,0,1,1,0
1,3,437.69,0,1,0,0,2,1,0
1,1,177.9,1,0,2,0,2,0,0
11,2,277.07,0,1,1,1,2,1,0
4,6,1481.44,1,0,1,1,1,0,1
10,0,95.1,1,0,1,1,2,0,0
3,0,95.17,0,1,1,0,2,0,0
3,3,410.94,0,1,0,0,1,1,0
8,2,201.07,0,1,1,0,2,1,0
2,0,29.99,1,0,0,0,2,0,0
7,2,254.45,0,1,1,0,1,0,0
2,1,185.98,1,0,1,1,2,1,0
8,4,558.18,1,0,0,1,0,1,0
3,1,138.57,0,1,0,1,2,0,0
11,2,306.97,0,1,2,0,1,1,0
10,1,131.26,1,0,0,1,2,0,0
2,0,29.99,1,0,1,0,2,0,1
10,3,410.53,0,1,0,0,1,0,0
6,4,533.13,1,0,0,1,1,0,0
3,2,231.9,1,0,1,0,1,0,0
11,0,76.71,1,0,1,1,2,0,0
5,0,42.5,1,0,0,1,1,1,0
2,0,88.91,1,0,0,1,2,0,0
4,0,56.81,1,0,0,0,2,1,0
2,3,487.21,1,0,1,0,0,0,0
4,1,130.82,0,1,0,0,1,0,1
5,1,106.43,1,0,1,1,2,0,0
1,1,188.14,1,0,1,1,2,0,0
8,0,35.39,1,0,1,0,2,1,1
8,0,29.99,0,1,0,0,2,0,0
2,1,107.99,0,1,1,0,2,1,0
11,0,91.75,1,0,1,0,2,0,0
7,3,433.53,1,0,0,0,0,1,0
1,0,62.52,1,0,2,1,1,0,1
8,2,241.81,0,1,2,0,1,0,1
10,1,172.4,1,0,0,0,2,0,0
2,2,324.56,1,1,1,0,1,1,0
1,2,319.37,1,0,0,1,2,0,1
10,3,373.45,0,1,0,0,1,1,0
9,0,29.99,1,0,1,0,2,0,0
1,1,163.85,1,0,1,1,2,1,0
9,1,179.51,1,0,0,0,2,0,0
4,0,29.99,1,0,1,1,2,1,0
4,4,558.32,0,1,1,1,2,0,0
1,5,763.02,1,0,0,1,2,0,0
3,1,117.4,0,1,0,1,1,0,1
5,0,37.01,1,0,1,1,1,1,0
1,4,515.08,0,1,0,1,0,0,0
1,4,512.44,1,1,0,1,0,0,0
8,2,337.94,0,1,0,0,1,0,0
2,5,905.83,1,1,0,1,0,1,0
1,2,234.88,0,1,0,0,1,1,0
4,4,631.0,1,0,2,1,1,1,0
1,4,545.54,1,0,0,1,1,0,0
9,0,29.99,0,1,0,0,2,0,0
1,2,203.08,0,1,0,1,1,1,0
6,1,179.2,0,1,0,1,2,0,1
10,1,123.03,0,1,1,0,2,0,0
6,1,123.7,1,0,1,0,2,0,0
4,5,828.27,1,1,1,1,2,1,0
3,0,88.64,0,1,1,0,2,0,0
10,1,182.92,0,1,1,1,2,0,0
6,0,91.6,0,1,1,0,1,1,0
9,0,91.73,0,1,0,1,1,1,0
4,0,43.18,1,0,0,1,2,0,0
6,3,451.35,0,1,1,0,0,0,0
2,0,31.89,0,1,1,1,2,1,0
5,4,713.27,0,1,2,1,1,0,0
1,1,175.68,1,0,1,0,2,0,0
10,0,29.99,1,0,1,0,1,0,0
5,1,126.2,1,0,2,1,1,0,0
1,0,41.79,1,0,0,0,1,1,0
8,0,29.99,1,0,0,0,1,0,0
9,3,362.95,1,1,1,0,0,1,1
4,1,127.74,1,0,1,1,1,1,0
1,1,104.05,0,1,1,0,1,0,0
9,0,94.08,1,0,0,1,2,1,0
5,0,29.99,1,0,1,1,1,0,0
6,3,363.64,0,1,0,1,1,1,0
2,0,29.99,0,1,1,1,1,1,0
3,4,716.28,1,0,1,1,2,0,0
4,5,852.27,0,1,1,1,1,1,0
9,1,117.66,1,0,1,1,2,0,0
1,1,189.22,0,1,2,1,1,0,1
9,0,51.79,1,0,0,0,2,0,0
3,4,555.62,1,0,0,1,2,0,0
10,0,78.97,1,0,1,0,2,1,0
4,2,276.48,1,1,1,0,0,0,0
10,2,281.95,1,0,1,1,1,0,0
2,0,82.06,0,1,1,0,2,0,0
4,2,326.65,0,1,2,0,2,1,0
1,5,924.44,1,1,1,1,2,0,0
2,2,259.02,1,0,0,1,1,1,0
4,1,159.73,1,0,0,1,1,1,0
2,3,465.86,0,1,0,1,2,1,0
7,3,455.57,0,1,2,1,2,0,0
4,0,48.06,1,0,0,0,2,0,0
3,0,29.99,1,0,2,0,2,0,0
2,1,145.33,0,1,1,0,1,1,1
9,1,132.88,0,1,0,0,2,0,0
7,0,29.99,1,0,1,0,1,1,1
10,0,80.78,0,1,2,0,1,1,0
1,0,32.48,1,0,0,1,2,1,0
4,1,121.9,0,1,0,1,2,0,0
4,1,136.9,0,1,1,1,1,1,0
6,3,472.26,1,0,1,0,1,1,0
10,3,371.81,1,0,1,0,2,0,1
2,1,109.86,1,0,1,0,2,0,0
3,1,109.91,0,1,1,0,2,0,0
1,1,161.87,0,1,1,1,2,0,1
9,3,437.66,1,1,0,0,0,0,0
12,3,358.82,1,0,0,0,1,1,0
12,0,77.93,0,1,1,0,1,0,0
6,2,208.58,0,1,1,0,2,0,0
10,0,56.97,1,0,2,0,2,0,0
4,1,183.2,0,1,2,1,1,1,0
10,0,36.08,1,0,0,1,2,1,0
5,0,39.57,0,1,0,0,1,0,0
1,5,832.57,0,1,0,1,2,0,0
7,2,318.39,1,0,1,0,2,0,0
11,1,103.1,0,1,2,1,2,0,1
1,4,747.77,0,1,2,1,1,0,0
9,3,355.17,0,1,0,0,1,0,1
10,2,247.91,0,1,1,1,0,0,0
9,3,416.97,1,0,1,1,0,1,0
3,4,590.99,1,0,0,1,0,0,0
6,0,57.48,1,0,0,1,2,0,0
7,1,146.35,1,0,1,1,2,0,0
8,1,194.39,1,0,0,0,2,0,0
11,2,220.98,1,0,0,0,2,0,1
4,0,29.99,1,0,1,1,1,0,0
3,0,84.39,1,0,0,1,1,1,0
6,1,163.88,1,0,1,0,1,0,0
1,6,1422.83,0,1,0,1,2,0,0
6,2,238.15,1,1,1,0,1,0,0
1,2,334.06,1,1,1,0,2,1,0
8,0,29.99,1,0,2,1,2,0,1
1,2,259.41,1,0,0,1,2,0,0
11,0,29.99,1,0,1,1,1,1,0
11,2,216.77,1,0,0,0,2,0,0
10,1,113.67,1,0,2,0,1,1,0
1,3,469.62,1,0,1,1,2,0,0
8,3,384.87,0,1,0,1,0,0,0
1,1,176.69,0,1,0,0,2,1,1
5,0,29.99,0,1,0,0,2,0,1
1,2,312.02,1,0,1,0,2,1,0
10,3,434.12,1,0,1,1,0,0,0
1,1,118.05,0,1,2,0,2,0,1
9,2,273.21,1,0,1,1,2,0,0
1,5,773.36,1,1,1,1,0,0,0
4,1,129.93,0,1,0,1,2,0,0
5,0,90.57,0,1,1,1,2,0,0
2,2,332.56,1,1,1,0,2,1,1
11,1,167.78,0,1,1,0,1,0,0
11,0,29.99,1,0,0,1,1,0,0
5,1,107.35,1,0,0,1,2,0,0
9,0,95.99,0,1,1,0,1,1,0
4,3,499.42,1,1,0,1,2,1,0
3,3,443.52,0,1,1,0,0,1,0
3,0,74.79,0,1,2,1,1,1,1
1,1,166.78,0,1,1,0,2,0,0
10,2,318.11,0,1,0,0,2,0,0
6,0,38.42,0,1,0,0,2,0,0
11,0,91.32,1,0,1,0,1,1,1
8,0,42.09,1,0,1,0,2,0,0
5,4,573.02,1,0,1,1,2,1,0
9,4,712.16,0,1,0,1,2,1,0
10,0,46.91,0,1,2,0,1,1,0
3,0,29.99,1,0,0,0,2,1,0
4,1,124.93,0,1,0,1,2,1,0
11,2,327.11,0,1,1,0,1,0,0
2,2,299.06,1,1,0,1,1,0,0
6,4,673.2,1,1,0,1,1,0,0
9,1,169.46,0,1,0,1,2,1,0
5,0,29.99,1,0,1,1,1,0,0
10,6,1257.53,1,0,0,1,0,1,0
11,0,57.11,1,0,1,1,1,0,0
5,3,447.5,1,1,0,0,0,0,0
9,0,29.99,0,1,0,0,1,1,0
10,2,210.65,1,1,1,1,2,0,0
5,0,99.86,0,1,0,1,2,0,0
3,2,210.66,1,0,0,1,0,1,0
2,0,88.33,1,0,0,0,2,0,1
8,0,75.93,0,1,1,1,1,1,0
5,1,128.65,1,0,1,1,1,0,0
2,0,69.64,0,1,2,1,2,0,0
10,4,678.53,1,1,0,1,2,0,0
8,0,44.55,0,1,0,0,2,0,0
7,1,190.02,1,0,0,1,1,0,0
3,2,215.86,0,1,1,1,2,0,0
9,0,30.96,0,1,1,1,2,1,0
9,2,310.81,1,1,0,0,2,0,0
8,1,149.75,1,0,0,1,2,1,0
3,5,805.56,0,1,1,1,0,0,0
1,1,110.64,1,0,0,1,2,0,0
4,1,145.97,0,1,1,0,2,0,0
6,0,29.99,0,1,1,1,2,0,0
1,3,401.7,0,1,1,0,0,0,0
6,0,31.88,1,0,2,1,2,1,1
6,4,647.77,0,1,1,1,1,0,0
7,0,84.2,0,1,0,1,2,1,0
7,0,86.95,1,0,1,0,2,0,0
4,2,209.13,1,0,2,0,2,1,1
10,0,92.26,0,1,1,0,2,1,0
3,3,381.15,0,1,1,0,2,0,0
4,3,444.99,1,0,0,0,1,0,0
4,6,1187.37,1,1,1,1,0,0,0
10,2,340.91,1,0,0,0,2,1,0
10,1,119.95,0,1,0,0,2,0,0
11,1,120.62,0,1,1,0,1,0,1
10,1,150.71,0,1,2,1,2,0,0
2,2,342.14,1,1,2,0,0,0,0
4,1,198.2,0,1,1,0,2,0,0
3,0,63.08,0,1,0,1,1,0,0
6,0,36.68,0,1,0,1,2,0,0
9,0,29.99,1,0,2,0,1,0,0
1,0,70.81,0,1,0,1,1,1,0
1,2,226.28,1,0,2,0,0,1,0
7,0,29.99,0,1,0,1,2,0,0
9,1,164.69,0,1,1,0,1,0,0
7,0,29.99,1,0,1,0,1,1,0
1,1,102.63,1,0,1,0,1,0,0
9,0,98.39,0,1,0,1,1,0,0
6,1,123.59,0,1,0,0,2,0,0
1,2,259.86,1,0,1,0,1,0,0
1,6,1333.55,1,0,0,1,0,1,1
11,0,29.99,0,1,1,0,1,0,1
9,2,271.29,0,1,0,0,2,0,0
2,0,73.86,0,1,1,0,1,0,0
6,0,30.1,0,1,2,1,1,0,0
6,4,741.23,1,1,1,1,1,0,0
1,0,81.11,0,1,1,1,1,1,0
2,1,171.23,1,0,0,1,2,0,0
5,1,140.4,0,1,0,0,1,0,0
1,1,112.68,1,0,0,1,1,0,0
5,0,53.66,0,1,0,0,1,1,1
6,2,274.87,1,0,1,0,0,0,0
1,0,43.22,1,0,0,0,2,0,0
10,0,53.36,1,0,0,1,1,0,0
5,1,110.86,0,1,2,1,2,0,0
3,3,382.64,1,0,1,0,1,0,1
10,2,206.01,0,1,0,0,0,0,0
10,2,265.38,1,0,1,0,1,1,0
3,0,94.21,1,0,0,1,1,0,0
6,1,197.41,1,0,0,0,2,0,1
9,1,160.04,0,1,1,1,2,0,0
10,0,35.4,0,1,1,0,2,0,0
5,3,424.54,1,1,1,0,2,0,0
12,0,58.27,0,1,0,0,1,0,0
6,0,37.87,1,0,1,0,1,0,0
2,0,45.66,1,0,1,0,2,0,1
2,2,287.66,0,1,0,0,1,0,0
11,0,29.99,1,0,0,1,1,0,0
4,1,129.43,0,1,1,1,2,0,0
7,1,114.76,0,1,2,0,2,0,0
5,1,195.83,0,1,1,0,1,0,0
9,1,110.15,1,0,1,0,2,0,0
7,0,29.99,1,0,0,1,2,1,0
4,2,324.5,1,0,1,0,1,1,0
1,2,338.73,0,1,0,0,2,0,0
3,2,321.6,1,0,0,0,2,1,1
1,3,388.83,1,0,1,0,1,0,0
6,3,392.67,0,1,1,0,1,0,0
3,2,331.55,0,1,0,0,2,0,0
5,0,57.51,0,1,1,1,2,0,0
1,1,169.9,1,0,0,0,2,1,0
1,2,313.83,1,1,0,0,1,1,0
10,0,83.55,0,1,1,0,1,0,0
10,4,659.47,0,1,1,1,0,0,0
6,2,224.46,1,0,2,0,2,0,0
7,3,415.85,0,1,0,1,1,0,0
7,1,150.66,1,0,1,0,1,0,0
9,0,83.18,1,0,1,1,2,0,1
5,0,41.12,1,0,2,1,2,0,0
7,0,29.99,0,1,0,1,2,0,0
4,4,596.52,1,1,0,1,1,0,0
10,0,92.3,1,0,1,0,1,0,0
8,1,132.04,1,0,1,1,1,0,1
4,2,257.32,0,1,1,1,2,1,0
9,1,119.04,1,0,1,0,2,1,0
2,3,439.5,1,1,1,0,2,0,0
2,0,88.02,1,0,1,1,1,1,0
10,1,189.07,1,0,1,1,2,1,0
2,4,645.3,1,0,1,1,2,0,0
10,0,87.05,0,1,0,1,2,0,0
1,6,1336.98,0,1,1,1,2,0,0
9,0,45.1,1,0,1,1,2,0,0
3,1,115.65,0,1,1,1,2,0,0
1,1,134.33,1,0,0,1,1,1,0
10,0,29.99,1,0,1,1,2,0,0
1,0,35.4,0,1,1,0,1,0,0
1,6,1218.66,0,1,0,1,2,0,0
6,2,231.56,1,0,0,0,2,0,1
5,4,622.94,1,1,1,1,0,0,1
2,1,124.83,0,1,1,1,1,0,0
6,1,129.17,0,1,0,1,2,0,0
4,1,181.36,1,0,0,1,1,0,1
10,0,29.99,0,1,1,1,1,0,0
4,0,40.65,0,1,0,0,1,1,0
5,3,458.94,0,1,1,1,1,0,0
3,0,93.12,0,1,1,0,1,0,0
9,0,29.99,1,0,2,0,2,0,0
2,3,417.38,0,1,2,1,2,0,0
6,4,692.82,1,1,1,1,1,0,0
7,3,395.36,0,1,2,0,2,1,0
4,2,213.56,0,1,0,1,1,1,0
4,1,104.2,1,0,0,1,1,1,0
4,2,297.67,1,0,2,0,2,1,1
7,0,29.99,1,0,2,0,1,0,0
3,1,134.31,1,0,0,0,1,0,0
2,0,51.13,1,0,0,1,1,0,0
1,4,628.82,1,0,1,1,0,0,0
1,4,591.75,1,0,1,1,1,0,1
2,1,152.44,0,1,1,0,1,1,0
10,1,100.29,0,1,0,0,2,0,0
10,2,200.22,0,1,0,0,2,1,0
4,1,104.86,1,0,0,0,2,0,1
1,1,141.08,0,1,0,1,1,1,1
10,0,29.99,1,0,0,1,2,0,1
11,1,187.73,0,1,0,0,1,0,1
10,0,45.04,1,0,1,1,2,0,0
1,2,291.23,0,1,0,0,1,1,0
11,0,93.93,0,1,1,0,2,0,0
3,3,381.74,1,1,1,0,2,0,0
6,2,207.44,1,0,0,0,2,0,0
2,0,35.3,0,1,0,1,1,0,0
1,2,318.52,0,1,2,0,2,0,0
10,0,63.73,1,0,1,1,2,0,0
10,0,53.42,0,1,1,1,2,0,0
6,3,419.08,1,1,1,0,2,0,0
7,0,35.38,0,1,1,0,1,0,0
4,3,416.86,1,0,2,1,2,1,0
9,3,492.98,0,1,0,1,2,0,0
2,1,154.04,1,0,1,0,2,0,1
8,1,112.06,0,1,0,1,1,1,0
1,5,822.65,0,1,0,1,2,0,1
10,1,156.07,1,0,1,0,2,0,0
2,0,70.19,0,1,1,0,1,1,1
2,3,414.79,1,0,1,0,2,1,0
11,0,59.52,0,1,1,0,2,0,0
8,2,323.71,0,1,1,0,0,0,0
3,4,672.43,0,1,0,1,0,0,0
2,1,184.29,0,1,0,1,1,0,0
5,0,96.08,1,0,1,0,2,0,0
10,1,146.49,0,1,2,0,2,0,0
3,0,29.99,1,0,0,1,1,0,0
10,0,32.26,1,0,0,1,1,1,0
10,0,29.99,0,1,2,1,1,0,0
9,3,382.9,1,1,1,1,2,0,0
11,0,29.99,1,0,1,1,1,0,0
2,4,585.6,1,0,1,1,2,1,1
9,0,83.98,0,1,2,0,2,0,1
4,6,1313.22,1,0,1,1,0,0,0
5,1,180.78,1,0,1,0,2,0,0
7,0,29.99,1,0,0,1,2,1,0
6,3,450.5,1,0,2,1,1,0,0
9,0,97.55,1,0,1,1,2,0,0
4,0,72.27,0,1,2,0,2,0,0
7,0,76.56,1,0,0,0,2,0,0
3,5,766.09,1,1,2,1,1,0,1
12,0,29.99,0,1,1,1,1,0,0
3,0,29.99,1,0,0,1,2,0,0
1,2,222.66,0,1,0,1,0,0,0
1,1,199.76,0,1,1,0,1,1,0
10,1,180.23,1,0,1,0,2,1,0
3,1,142.84,1,0,0,0,2,1,0
2,3,371.67,0,1,0,0,1,0,0
11,0,93.01,1,0,1,0,1,1,1
1,1,141.5,0,1,2,1,2,0,0
2,3,360.45,1,0,0,0,2,0,0
10,2,296.49,1,0,0,1,0,1,0
6,1,124.49,0,1,2,0,2,0,0
9,2,220.48,0,1,0,1,2,0,0
11,1,113.57,0,1,1,1,2,0,0
3,0,29.99,1,0,0,0,1,0,0
4,4,511.11,0,1,0,1,0,0,0
2,1,165.49,1,0,0,1,2,1,1
7,3,361.71,1,0,1,0,2,1,0
3,1,128.22,1,0,2,0,1,1,0
5,0,29.99,1,0,1,1,2,1,0
3,1,143.54,0,1,2,1,2,1,0
9,3,415.77,1,0,0,0,2,1,0
10,1,130.2,1,0,2,0,2,1,0
2,3,453.2,0,1,0,0,2,0,0
11,0,48.29,0,1,1,1,1,1,0
8,0,29.99,1,0,1,1,1,1,0
7,0,29.99,1,0,1,0,1,0,0
11,3,405.6,1,0,0,0,2,0,0
5,1,156.34,1,0,0,0,2,0,0
